timestamp,epoch,price
2025-12-03T20:34:56+00:00,889,1.000000204
2025-12-31T22:32:38+00:00,903,1.003750836
2026-01-01T04:54:25+00:00,904,1.004062462
2026-01-03T03:42:31+00:00,905,1.004380128
2026-01-05T04:09:50+00:00,906,1.004697466
2026-01-07T03:49:13+00:00,907,1.005017078
2026-01-29T17:20:30+00:00,918,1.008544376
2026-01-30T23:35:26+00:00,919,1.008873097
2026-02-01T22:59:09+00:00,920,1.009194946
2026-02-03T22:42:59+00:00,921,1.009513794
2026-02-05T21:50:08+00:00,922,1.009834622
2026-02-07T20:39:25+00:00,923,1.010160776
2026-02-09T19:36:34+00:00,924,1.010482845
2026-02-11T19:42:36+00:00,925,1.010819054
2026-02-13T17:49:42+00:00,926,1.011137982
2026-02-15T16:43:54+00:00,927,1.011456118
2026-02-17T15:36:39+00:00,928,1.01177637
2026-02-19T14:36:24+00:00,929,1.012058788
2026-02-21T13:50:17+00:00,930,1.012343737
2026-02-23T13:37:21+00:00,931,1.012626336
2026-02-25T12:29:51+00:00,932,1.012909623
2026-02-27T12:01:07+00:00,933,1.013194955
2026-03-01T11:30:00+00:00,934,1.013512817
2026-03-03T10:54:43+00:00,935,1.013832566
2026-03-05T09:57:17+00:00,936,1.014145805
2026-03-07T09:38:46+00:00,937,1.014463762
2026-03-09T10:03:21+00:00,938,1.014776343
2026-03-11T07:51:23+00:00,939,1.015088698
2026-03-13T06:33:52+00:00,940,1.015400535
2026-03-15T06:13:49+00:00,941,1.015711397
2026-03-17T05:00:29+00:00,942,1.016021034
2026-03-19T05:08:25+00:00,943,1.016330752
2026-03-21T04:18:59+00:00,944,1.016641218
2026-03-23T03:18:49+00:00,945,1.016949295
2026-03-25T03:13:52+00:00,946,1.017259462
