timestamp,epoch,price
2026-02-08T03:29:46+00:00,923,1.005449561
2026-02-09T19:36:34+00:00,924,1.005731311
2026-02-11T19:42:36+00:00,925,1.00611521
2026-02-13T17:49:42+00:00,926,1.006428705
2026-02-15T16:43:54+00:00,927,1.006720757
2026-02-17T15:36:39+00:00,928,1.007088246
2026-02-19T14:36:24+00:00,929,1.007406043
2026-02-21T13:50:17+00:00,930,1.007765796
2026-02-23T13:37:21+00:00,931,1.008070773
2026-02-25T12:29:51+00:00,932,1.008420668
2026-02-27T12:01:07+00:00,933,1.008738413
2026-03-01T11:30:00+00:00,934,1.009104217
2026-03-03T10:54:43+00:00,935,1.009462608
2026-03-05T09:57:17+00:00,936,1.009599655
2026-03-07T09:38:46+00:00,937,1.009959936
2026-03-09T10:03:21+00:00,938,1.01031316
2026-03-11T07:51:23+00:00,939,1.010675138
2026-03-13T06:33:52+00:00,940,1.011036291
2026-03-15T06:13:49+00:00,941,1.011393087
2026-03-17T05:00:29+00:00,942,1.011754367
2026-03-19T05:08:25+00:00,943,1.01211493
2026-03-21T04:18:59+00:00,944,1.012600479
2026-03-23T03:18:49+00:00,945,1.012899873
2026-03-25T03:13:52+00:00,946,1.013263815
2026-03-27T03:25:08+00:00,947,1.013587915
2026-03-29T03:30:47+00:00,948,1.013892819
2026-03-30T23:47:51+00:00,949,1.014255542
2026-04-01T22:52:38+00:00,950,1.014617633
2026-04-03T21:45:30+00:00,951,1.014981759
2026-04-05T20:47:26+00:00,952,1.015348666
2026-04-07T19:44:01+00:00,953,1.01572127
2026-04-09T19:43:38+00:00,954,1.016092098
2026-04-11T19:00:57+00:00,955,1.016463701
2026-04-13T18:42:35+00:00,956,1.016830947
2026-04-15T17:47:22+00:00,957,1.017199303
2026-04-17T18:08:45+00:00,958,1.017568732
2026-04-19T16:22:10+00:00,959,1.017924695
2026-04-21T16:34:45+00:00,960,1.018233418
