timestamp,epoch,price
2026-01-29T17:20:30+00:00,918,1.053748853
2026-01-30T23:35:26+00:00,919,1.054089448
2026-02-01T22:59:09+00:00,920,1.054422576
2026-02-03T22:42:59+00:00,921,1.0547563
2026-02-05T21:50:08+00:00,922,1.055077616
2026-02-07T20:39:25+00:00,923,1.055412105
2026-02-09T19:36:34+00:00,924,1.055748049
2026-02-11T19:42:36+00:00,925,1.056083264
2026-02-13T17:49:42+00:00,926,1.056420953
2026-02-15T16:43:54+00:00,927,1.056758037
2026-02-17T15:36:39+00:00,928,1.05709053
2026-02-19T14:36:24+00:00,929,1.05742089
2026-02-21T13:50:17+00:00,930,1.057765563
2026-02-23T13:37:21+00:00,931,1.058101626
2026-02-25T12:29:51+00:00,932,1.058412981
2026-02-27T12:01:07+00:00,933,1.05875382
2026-03-01T11:30:00+00:00,934,1.059089784
2026-03-03T10:54:43+00:00,935,1.059435861
2026-03-05T09:57:17+00:00,936,1.059768422
2026-03-07T09:38:46+00:00,937,1.060105592
2026-03-09T10:03:21+00:00,938,1.060435786
2026-03-11T07:51:23+00:00,939,1.060767691
2026-03-13T06:33:52+00:00,940,1.061099787
2026-03-15T06:13:49+00:00,941,1.06142663
2026-03-17T05:00:29+00:00,942,1.061753222
2026-03-19T05:08:25+00:00,943,1.062100677
2026-03-21T04:18:59+00:00,944,1.062429687
2026-03-23T03:18:49+00:00,945,1.062756949
2026-03-25T03:13:52+00:00,946,1.063085748
2026-03-27T03:25:08+00:00,947,1.063416675
2026-03-29T03:30:47+00:00,948,1.063743975
2026-03-30T23:47:51+00:00,949,1.064067349
2026-04-01T22:52:38+00:00,950,1.064396511
2026-04-03T21:45:30+00:00,951,1.064726418
2026-04-05T20:47:26+00:00,952,1.065054828
2026-04-07T19:44:01+00:00,953,1.065375891
2026-04-09T19:43:38+00:00,954,1.065700454
2026-04-11T19:00:57+00:00,955,1.066025013
2026-04-13T18:42:35+00:00,956,1.066352901
2026-04-15T17:47:22+00:00,957,1.066676292
2026-04-17T18:08:45+00:00,958,1.066999937
2026-04-19T16:22:10+00:00,959,1.067316414
2026-04-21T16:34:45+00:00,960,1.067637273
2026-04-23T16:14:33+00:00,961,1.067967532
2026-04-25T15:07:05+00:00,962,1.068292318
2026-04-27T15:13:28+00:00,963,1.06861147
2026-04-29T15:23:20+00:00,964,1.068930077
2026-05-01T14:06:08+00:00,965,1.069253928
2026-05-03T13:42:44+00:00,966,1.069578969
2026-05-05T12:56:21+00:00,967,1.069915348
