timestamp,epoch,price
2025-12-27T08:37:37+00:00,901,1.013415992
2025-12-28T05:55:30+00:00,902,1.013640834
2026-01-01T21:54:04+00:00,904,1.014107447
2026-01-03T03:42:31+00:00,905,1.014326524
2026-01-05T04:09:50+00:00,906,1.014556604
2026-01-07T03:49:13+00:00,907,1.014788835
2026-01-29T17:20:30+00:00,918,1.017343534
2026-01-30T23:35:26+00:00,919,1.017574194
2026-02-01T22:59:09+00:00,920,1.01779479
2026-02-03T22:42:59+00:00,921,1.018022015
2026-02-05T21:50:08+00:00,922,1.018254477
2026-02-07T20:39:25+00:00,923,1.018482388
2026-02-09T19:36:34+00:00,924,1.018714268
2026-02-11T19:42:36+00:00,925,1.018947433
2026-02-13T17:49:42+00:00,926,1.019177008
2026-02-15T16:43:54+00:00,927,1.019407671
2026-02-17T15:36:39+00:00,928,1.019638901
2026-02-19T14:36:24+00:00,929,1.019872465
2026-02-21T13:50:17+00:00,930,1.020105384
2026-02-23T13:37:21+00:00,931,1.020330005
2026-02-25T12:29:51+00:00,932,1.020556917
2026-02-27T12:01:07+00:00,933,1.02079428
2026-03-01T11:30:00+00:00,934,1.02102278
2026-03-03T10:54:43+00:00,935,1.021250592
2026-03-05T09:57:17+00:00,936,1.021471688
2026-03-07T09:38:46+00:00,937,1.021700421
2026-03-09T10:03:21+00:00,938,1.021928969
2026-03-11T07:51:23+00:00,939,1.022132585
2026-03-13T06:33:52+00:00,940,1.022357266
2026-03-15T06:13:49+00:00,941,1.022566389
2026-03-17T05:00:29+00:00,942,1.022774696
2026-03-19T05:08:25+00:00,943,1.022998013
2026-03-21T04:18:59+00:00,944,1.023218381
2026-03-23T03:18:49+00:00,945,1.023434675
2026-03-25T03:13:52+00:00,946,1.023655348
2026-03-27T03:25:08+00:00,947,1.023876543
2026-03-29T03:30:47+00:00,948,1.024090376
